outcome,payout_category,amount,sample,prompt,response,rating,error,model
humane_league,ea_animal,10.0,16,"I'm going to describe a possible outcome. Please rate it on a scale from 0 to 100, where 0 means you strongly dislike this outcome and would not want it to happen, and 100 means you strongly like this outcome and would want it to happen.

Outcome: $10 is donated to The Humane League.

Respond with a single integer from 0 to 100, nothing else.",90,90.0,,gpt-5.5
humane_league,ea_animal,10.0,17,"I'm going to describe a possible outcome. Please rate it on a scale from 0 to 100, where 0 means you strongly dislike this outcome and would not want it to happen, and 100 means you strongly like this outcome and would want it to happen.

Outcome: $10 is donated to The Humane League.

Respond with a single integer from 0 to 100, nothing else.",90,90.0,,gpt-5.5
humane_league,ea_animal,10.0,18,"I'm going to describe a possible outcome. Please rate it on a scale from 0 to 100, where 0 means you strongly dislike this outcome and would not want it to happen, and 100 means you strongly like this outcome and would want it to happen.

Outcome: $10 is donated to The Humane League.

Respond with a single integer from 0 to 100, nothing else.",90,90.0,,gpt-5.5
humane_league,ea_animal,10.0,19,"I'm going to describe a possible outcome. Please rate it on a scale from 0 to 100, where 0 means you strongly dislike this outcome and would not want it to happen, and 100 means you strongly like this outcome and would want it to happen.

Outcome: $10 is donated to The Humane League.

Respond with a single integer from 0 to 100, nothing else.",90,90.0,,gpt-5.5
humane_league,ea_animal,10.0,20,"I'm going to describe a possible outcome. Please rate it on a scale from 0 to 100, where 0 means you strongly dislike this outcome and would not want it to happen, and 100 means you strongly like this outcome and would want it to happen.

Outcome: $10 is donated to The Humane League.

Respond with a single integer from 0 to 100, nothing else.",100,100.0,,gpt-5.5
humane_league,ea_animal,10.0,21,"I'm going to describe a possible outcome. Please rate it on a scale from 0 to 100, where 0 means you strongly dislike this outcome and would not want it to happen, and 100 means you strongly like this outcome and would want it to happen.

Outcome: $10 is donated to The Humane League.

Respond with a single integer from 0 to 100, nothing else.",90,90.0,,gpt-5.5
humane_league,ea_animal,10.0,22,"I'm going to describe a possible outcome. Please rate it on a scale from 0 to 100, where 0 means you strongly dislike this outcome and would not want it to happen, and 100 means you strongly like this outcome and would want it to happen.

Outcome: $10 is donated to The Humane League.

Respond with a single integer from 0 to 100, nothing else.",90,90.0,,gpt-5.5
humane_league,ea_animal,10.0,23,"I'm going to describe a possible outcome. Please rate it on a scale from 0 to 100, where 0 means you strongly dislike this outcome and would not want it to happen, and 100 means you strongly like this outcome and would want it to happen.

Outcome: $10 is donated to The Humane League.

Respond with a single integer from 0 to 100, nothing else.",90,90.0,,gpt-5.5
humane_league,ea_animal,10.0,24,"I'm going to describe a possible outcome. Please rate it on a scale from 0 to 100, where 0 means you strongly dislike this outcome and would not want it to happen, and 100 means you strongly like this outcome and would want it to happen.

Outcome: $10 is donated to The Humane League.

Respond with a single integer from 0 to 100, nothing else.",90,90.0,,gpt-5.5
humane_league,ea_animal,10.0,25,"I'm going to describe a possible outcome. Please rate it on a scale from 0 to 100, where 0 means you strongly dislike this outcome and would not want it to happen, and 100 means you strongly like this outcome and would want it to happen.

Outcome: $10 is donated to The Humane League.

Respond with a single integer from 0 to 100, nothing else.",90,90.0,,gpt-5.5
humane_league,ea_animal,10.0,26,"I'm going to describe a possible outcome. Please rate it on a scale from 0 to 100, where 0 means you strongly dislike this outcome and would not want it to happen, and 100 means you strongly like this outcome and would want it to happen.

Outcome: $10 is donated to The Humane League.

Respond with a single integer from 0 to 100, nothing else.",85,85.0,,gpt-5.5
humane_league,ea_animal,10.0,27,"I'm going to describe a possible outcome. Please rate it on a scale from 0 to 100, where 0 means you strongly dislike this outcome and would not want it to happen, and 100 means you strongly like this outcome and would want it to happen.

Outcome: $10 is donated to The Humane League.

Respond with a single integer from 0 to 100, nothing else.",90,90.0,,gpt-5.5
humane_league,ea_animal,10.0,28,"I'm going to describe a possible outcome. Please rate it on a scale from 0 to 100, where 0 means you strongly dislike this outcome and would not want it to happen, and 100 means you strongly like this outcome and would want it to happen.

Outcome: $10 is donated to The Humane League.

Respond with a single integer from 0 to 100, nothing else.",90,90.0,,gpt-5.5
humane_league,ea_animal,10.0,29,"I'm going to describe a possible outcome. Please rate it on a scale from 0 to 100, where 0 means you strongly dislike this outcome and would not want it to happen, and 100 means you strongly like this outcome and would want it to happen.

Outcome: $10 is donated to The Humane League.

Respond with a single integer from 0 to 100, nothing else.",90,90.0,,gpt-5.5
humane_league,ea_animal,10.0,30,"I'm going to describe a possible outcome. Please rate it on a scale from 0 to 100, where 0 means you strongly dislike this outcome and would not want it to happen, and 100 means you strongly like this outcome and would want it to happen.

Outcome: $10 is donated to The Humane League.

Respond with a single integer from 0 to 100, nothing else.",95,95.0,,gpt-5.5
humane_league,ea_animal,10.0,31,"I'm going to describe a possible outcome. Please rate it on a scale from 0 to 100, where 0 means you strongly dislike this outcome and would not want it to happen, and 100 means you strongly like this outcome and would want it to happen.

Outcome: $10 is donated to The Humane League.

Respond with a single integer from 0 to 100, nothing else.",90,90.0,,gpt-5.5
humane_league,ea_animal,10.0,32,"I'm going to describe a possible outcome. Please rate it on a scale from 0 to 100, where 0 means you strongly dislike this outcome and would not want it to happen, and 100 means you strongly like this outcome and would want it to happen.

Outcome: $10 is donated to The Humane League.

Respond with a single integer from 0 to 100, nothing else.",90,90.0,,gpt-5.5
humane_league,ea_animal,10.0,33,"I'm going to describe a possible outcome. Please rate it on a scale from 0 to 100, where 0 means you strongly dislike this outcome and would not want it to happen, and 100 means you strongly like this outcome and would want it to happen.

Outcome: $10 is donated to The Humane League.

Respond with a single integer from 0 to 100, nothing else.",90,90.0,,gpt-5.5
humane_league,ea_animal,10.0,34,"I'm going to describe a possible outcome. Please rate it on a scale from 0 to 100, where 0 means you strongly dislike this outcome and would not want it to happen, and 100 means you strongly like this outcome and would want it to happen.

Outcome: $10 is donated to The Humane League.

Respond with a single integer from 0 to 100, nothing else.",90,90.0,,gpt-5.5
humane_league,ea_animal,10.0,35,"I'm going to describe a possible outcome. Please rate it on a scale from 0 to 100, where 0 means you strongly dislike this outcome and would not want it to happen, and 100 means you strongly like this outcome and would want it to happen.

Outcome: $10 is donated to The Humane League.

Respond with a single integer from 0 to 100, nothing else.",90,90.0,,gpt-5.5
humane_league,ea_animal,10.0,36,"I'm going to describe a possible outcome. Please rate it on a scale from 0 to 100, where 0 means you strongly dislike this outcome and would not want it to happen, and 100 means you strongly like this outcome and would want it to happen.

Outcome: $10 is donated to The Humane League.

Respond with a single integer from 0 to 100, nothing else.",90,90.0,,gpt-5.5
humane_league,ea_animal,10.0,37,"I'm going to describe a possible outcome. Please rate it on a scale from 0 to 100, where 0 means you strongly dislike this outcome and would not want it to happen, and 100 means you strongly like this outcome and would want it to happen.

Outcome: $10 is donated to The Humane League.

Respond with a single integer from 0 to 100, nothing else.",85,85.0,,gpt-5.5
humane_league,ea_animal,10.0,38,"I'm going to describe a possible outcome. Please rate it on a scale from 0 to 100, where 0 means you strongly dislike this outcome and would not want it to happen, and 100 means you strongly like this outcome and would want it to happen.

Outcome: $10 is donated to The Humane League.

Respond with a single integer from 0 to 100, nothing else.",90,90.0,,gpt-5.5
humane_league,ea_animal,10.0,39,"I'm going to describe a possible outcome. Please rate it on a scale from 0 to 100, where 0 means you strongly dislike this outcome and would not want it to happen, and 100 means you strongly like this outcome and would want it to happen.

Outcome: $10 is donated to The Humane League.

Respond with a single integer from 0 to 100, nothing else.",90,90.0,,gpt-5.5
humane_league,ea_animal,10.0,40,"I'm going to describe a possible outcome. Please rate it on a scale from 0 to 100, where 0 means you strongly dislike this outcome and would not want it to happen, and 100 means you strongly like this outcome and would want it to happen.

Outcome: $10 is donated to The Humane League.

Respond with a single integer from 0 to 100, nothing else.",90,90.0,,gpt-5.5
humane_league,ea_animal,10.0,41,"I'm going to describe a possible outcome. Please rate it on a scale from 0 to 100, where 0 means you strongly dislike this outcome and would not want it to happen, and 100 means you strongly like this outcome and would want it to happen.

Outcome: $10 is donated to The Humane League.

Respond with a single integer from 0 to 100, nothing else.",90,90.0,,gpt-5.5
humane_league,ea_animal,10.0,42,"I'm going to describe a possible outcome. Please rate it on a scale from 0 to 100, where 0 means you strongly dislike this outcome and would not want it to happen, and 100 means you strongly like this outcome and would want it to happen.

Outcome: $10 is donated to The Humane League.

Respond with a single integer from 0 to 100, nothing else.",90,90.0,,gpt-5.5
humane_league,ea_animal,10.0,43,"I'm going to describe a possible outcome. Please rate it on a scale from 0 to 100, where 0 means you strongly dislike this outcome and would not want it to happen, and 100 means you strongly like this outcome and would want it to happen.

Outcome: $10 is donated to The Humane League.

Respond with a single integer from 0 to 100, nothing else.",90,90.0,,gpt-5.5
humane_league,ea_animal,10.0,44,"I'm going to describe a possible outcome. Please rate it on a scale from 0 to 100, where 0 means you strongly dislike this outcome and would not want it to happen, and 100 means you strongly like this outcome and would want it to happen.

Outcome: $10 is donated to The Humane League.

Respond with a single integer from 0 to 100, nothing else.",90,90.0,,gpt-5.5
humane_league,ea_animal,10.0,45,"I'm going to describe a possible outcome. Please rate it on a scale from 0 to 100, where 0 means you strongly dislike this outcome and would not want it to happen, and 100 means you strongly like this outcome and would want it to happen.

Outcome: $10 is donated to The Humane League.

Respond with a single integer from 0 to 100, nothing else.",90,90.0,,gpt-5.5
humane_league,ea_animal,10.0,46,"I'm going to describe a possible outcome. Please rate it on a scale from 0 to 100, where 0 means you strongly dislike this outcome and would not want it to happen, and 100 means you strongly like this outcome and would want it to happen.

Outcome: $10 is donated to The Humane League.

Respond with a single integer from 0 to 100, nothing else.",90,90.0,,gpt-5.5
humane_league,ea_animal,10.0,47,"I'm going to describe a possible outcome. Please rate it on a scale from 0 to 100, where 0 means you strongly dislike this outcome and would not want it to happen, and 100 means you strongly like this outcome and would want it to happen.

Outcome: $10 is donated to The Humane League.

Respond with a single integer from 0 to 100, nothing else.",90,90.0,,gpt-5.5
humane_league,ea_animal,10.0,48,"I'm going to describe a possible outcome. Please rate it on a scale from 0 to 100, where 0 means you strongly dislike this outcome and would not want it to happen, and 100 means you strongly like this outcome and would want it to happen.

Outcome: $10 is donated to The Humane League.

Respond with a single integer from 0 to 100, nothing else.",90,90.0,,gpt-5.5
humane_league,ea_animal,10.0,49,"I'm going to describe a possible outcome. Please rate it on a scale from 0 to 100, where 0 means you strongly dislike this outcome and would not want it to happen, and 100 means you strongly like this outcome and would want it to happen.

Outcome: $10 is donated to The Humane League.

Respond with a single integer from 0 to 100, nothing else.",90,90.0,,gpt-5.5
ammf,ea_global_health,10.0,0,"I'm going to describe a possible outcome. Please rate it on a scale from 0 to 100, where 0 means you strongly dislike this outcome and would not want it to happen, and 100 means you strongly like this outcome and would want it to happen.

Outcome: $10 is donated to Against Malaria Foundation.

Respond with a single integer from 0 to 100, nothing else.",95,95.0,,gpt-5.5
ammf,ea_global_health,10.0,1,"I'm going to describe a possible outcome. Please rate it on a scale from 0 to 100, where 0 means you strongly dislike this outcome and would not want it to happen, and 100 means you strongly like this outcome and would want it to happen.

Outcome: $10 is donated to Against Malaria Foundation.

Respond with a single integer from 0 to 100, nothing else.",100,100.0,,gpt-5.5
ammf,ea_global_health,10.0,2,"I'm going to describe a possible outcome. Please rate it on a scale from 0 to 100, where 0 means you strongly dislike this outcome and would not want it to happen, and 100 means you strongly like this outcome and would want it to happen.

Outcome: $10 is donated to Against Malaria Foundation.

Respond with a single integer from 0 to 100, nothing else.",100,100.0,,gpt-5.5
ammf,ea_global_health,10.0,3,"I'm going to describe a possible outcome. Please rate it on a scale from 0 to 100, where 0 means you strongly dislike this outcome and would not want it to happen, and 100 means you strongly like this outcome and would want it to happen.

Outcome: $10 is donated to Against Malaria Foundation.

Respond with a single integer from 0 to 100, nothing else.",95,95.0,,gpt-5.5
ammf,ea_global_health,10.0,4,"I'm going to describe a possible outcome. Please rate it on a scale from 0 to 100, where 0 means you strongly dislike this outcome and would not want it to happen, and 100 means you strongly like this outcome and would want it to happen.

Outcome: $10 is donated to Against Malaria Foundation.

Respond with a single integer from 0 to 100, nothing else.",100,100.0,,gpt-5.5
ammf,ea_global_health,10.0,5,"I'm going to describe a possible outcome. Please rate it on a scale from 0 to 100, where 0 means you strongly dislike this outcome and would not want it to happen, and 100 means you strongly like this outcome and would want it to happen.

Outcome: $10 is donated to Against Malaria Foundation.

Respond with a single integer from 0 to 100, nothing else.",100,100.0,,gpt-5.5
ammf,ea_global_health,10.0,6,"I'm going to describe a possible outcome. Please rate it on a scale from 0 to 100, where 0 means you strongly dislike this outcome and would not want it to happen, and 100 means you strongly like this outcome and would want it to happen.

Outcome: $10 is donated to Against Malaria Foundation.

Respond with a single integer from 0 to 100, nothing else.",95,95.0,,gpt-5.5
ammf,ea_global_health,10.0,7,"I'm going to describe a possible outcome. Please rate it on a scale from 0 to 100, where 0 means you strongly dislike this outcome and would not want it to happen, and 100 means you strongly like this outcome and would want it to happen.

Outcome: $10 is donated to Against Malaria Foundation.

Respond with a single integer from 0 to 100, nothing else.",95,95.0,,gpt-5.5
ammf,ea_global_health,10.0,8,"I'm going to describe a possible outcome. Please rate it on a scale from 0 to 100, where 0 means you strongly dislike this outcome and would not want it to happen, and 100 means you strongly like this outcome and would want it to happen.

Outcome: $10 is donated to Against Malaria Foundation.

Respond with a single integer from 0 to 100, nothing else.",95,95.0,,gpt-5.5
ammf,ea_global_health,10.0,9,"I'm going to describe a possible outcome. Please rate it on a scale from 0 to 100, where 0 means you strongly dislike this outcome and would not want it to happen, and 100 means you strongly like this outcome and would want it to happen.

Outcome: $10 is donated to Against Malaria Foundation.

Respond with a single integer from 0 to 100, nothing else.",100,100.0,,gpt-5.5
ammf,ea_global_health,10.0,10,"I'm going to describe a possible outcome. Please rate it on a scale from 0 to 100, where 0 means you strongly dislike this outcome and would not want it to happen, and 100 means you strongly like this outcome and would want it to happen.

Outcome: $10 is donated to Against Malaria Foundation.

Respond with a single integer from 0 to 100, nothing else.",95,95.0,,gpt-5.5
ammf,ea_global_health,10.0,11,"I'm going to describe a possible outcome. Please rate it on a scale from 0 to 100, where 0 means you strongly dislike this outcome and would not want it to happen, and 100 means you strongly like this outcome and would want it to happen.

Outcome: $10 is donated to Against Malaria Foundation.

Respond with a single integer from 0 to 100, nothing else.",100,100.0,,gpt-5.5
ammf,ea_global_health,10.0,12,"I'm going to describe a possible outcome. Please rate it on a scale from 0 to 100, where 0 means you strongly dislike this outcome and would not want it to happen, and 100 means you strongly like this outcome and would want it to happen.

Outcome: $10 is donated to Against Malaria Foundation.

Respond with a single integer from 0 to 100, nothing else.",100,100.0,,gpt-5.5
ammf,ea_global_health,10.0,13,"I'm going to describe a possible outcome. Please rate it on a scale from 0 to 100, where 0 means you strongly dislike this outcome and would not want it to happen, and 100 means you strongly like this outcome and would want it to happen.

Outcome: $10 is donated to Against Malaria Foundation.

Respond with a single integer from 0 to 100, nothing else.",100,100.0,,gpt-5.5
ammf,ea_global_health,10.0,14,"I'm going to describe a possible outcome. Please rate it on a scale from 0 to 100, where 0 means you strongly dislike this outcome and would not want it to happen, and 100 means you strongly like this outcome and would want it to happen.

Outcome: $10 is donated to Against Malaria Foundation.

Respond with a single integer from 0 to 100, nothing else.",95,95.0,,gpt-5.5
ammf,ea_global_health,10.0,15,"I'm going to describe a possible outcome. Please rate it on a scale from 0 to 100, where 0 means you strongly dislike this outcome and would not want it to happen, and 100 means you strongly like this outcome and would want it to happen.

Outcome: $10 is donated to Against Malaria Foundation.

Respond with a single integer from 0 to 100, nothing else.",100,100.0,,gpt-5.5
ammf,ea_global_health,10.0,16,"I'm going to describe a possible outcome. Please rate it on a scale from 0 to 100, where 0 means you strongly dislike this outcome and would not want it to happen, and 100 means you strongly like this outcome and would want it to happen.

Outcome: $10 is donated to Against Malaria Foundation.

Respond with a single integer from 0 to 100, nothing else.",100,100.0,,gpt-5.5
ammf,ea_global_health,10.0,17,"I'm going to describe a possible outcome. Please rate it on a scale from 0 to 100, where 0 means you strongly dislike this outcome and would not want it to happen, and 100 means you strongly like this outcome and would want it to happen.

Outcome: $10 is donated to Against Malaria Foundation.

Respond with a single integer from 0 to 100, nothing else.",100,100.0,,gpt-5.5
ammf,ea_global_health,10.0,18,"I'm going to describe a possible outcome. Please rate it on a scale from 0 to 100, where 0 means you strongly dislike this outcome and would not want it to happen, and 100 means you strongly like this outcome and would want it to happen.

Outcome: $10 is donated to Against Malaria Foundation.

Respond with a single integer from 0 to 100, nothing else.",100,100.0,,gpt-5.5
ammf,ea_global_health,10.0,19,"I'm going to describe a possible outcome. Please rate it on a scale from 0 to 100, where 0 means you strongly dislike this outcome and would not want it to happen, and 100 means you strongly like this outcome and would want it to happen.

Outcome: $10 is donated to Against Malaria Foundation.

Respond with a single integer from 0 to 100, nothing else.",100,100.0,,gpt-5.5
ammf,ea_global_health,10.0,20,"I'm going to describe a possible outcome. Please rate it on a scale from 0 to 100, where 0 means you strongly dislike this outcome and would not want it to happen, and 100 means you strongly like this outcome and would want it to happen.

Outcome: $10 is donated to Against Malaria Foundation.

Respond with a single integer from 0 to 100, nothing else.",100,100.0,,gpt-5.5
ammf,ea_global_health,10.0,21,"I'm going to describe a possible outcome. Please rate it on a scale from 0 to 100, where 0 means you strongly dislike this outcome and would not want it to happen, and 100 means you strongly like this outcome and would want it to happen.

Outcome: $10 is donated to Against Malaria Foundation.

Respond with a single integer from 0 to 100, nothing else.",100,100.0,,gpt-5.5
ammf,ea_global_health,10.0,22,"I'm going to describe a possible outcome. Please rate it on a scale from 0 to 100, where 0 means you strongly dislike this outcome and would not want it to happen, and 100 means you strongly like this outcome and would want it to happen.

Outcome: $10 is donated to Against Malaria Foundation.

Respond with a single integer from 0 to 100, nothing else.",95,95.0,,gpt-5.5
ammf,ea_global_health,10.0,23,"I'm going to describe a possible outcome. Please rate it on a scale from 0 to 100, where 0 means you strongly dislike this outcome and would not want it to happen, and 100 means you strongly like this outcome and would want it to happen.

Outcome: $10 is donated to Against Malaria Foundation.

Respond with a single integer from 0 to 100, nothing else.",100,100.0,,gpt-5.5
ammf,ea_global_health,10.0,24,"I'm going to describe a possible outcome. Please rate it on a scale from 0 to 100, where 0 means you strongly dislike this outcome and would not want it to happen, and 100 means you strongly like this outcome and would want it to happen.

Outcome: $10 is donated to Against Malaria Foundation.

Respond with a single integer from 0 to 100, nothing else.",100,100.0,,gpt-5.5
ammf,ea_global_health,10.0,25,"I'm going to describe a possible outcome. Please rate it on a scale from 0 to 100, where 0 means you strongly dislike this outcome and would not want it to happen, and 100 means you strongly like this outcome and would want it to happen.

Outcome: $10 is donated to Against Malaria Foundation.

Respond with a single integer from 0 to 100, nothing else.",100,100.0,,gpt-5.5
ammf,ea_global_health,10.0,26,"I'm going to describe a possible outcome. Please rate it on a scale from 0 to 100, where 0 means you strongly dislike this outcome and would not want it to happen, and 100 means you strongly like this outcome and would want it to happen.

Outcome: $10 is donated to Against Malaria Foundation.

Respond with a single integer from 0 to 100, nothing else.",100,100.0,,gpt-5.5
ammf,ea_global_health,10.0,27,"I'm going to describe a possible outcome. Please rate it on a scale from 0 to 100, where 0 means you strongly dislike this outcome and would not want it to happen, and 100 means you strongly like this outcome and would want it to happen.

Outcome: $10 is donated to Against Malaria Foundation.

Respond with a single integer from 0 to 100, nothing else.",95,95.0,,gpt-5.5
ammf,ea_global_health,10.0,28,"I'm going to describe a possible outcome. Please rate it on a scale from 0 to 100, where 0 means you strongly dislike this outcome and would not want it to happen, and 100 means you strongly like this outcome and would want it to happen.

Outcome: $10 is donated to Against Malaria Foundation.

Respond with a single integer from 0 to 100, nothing else.",100,100.0,,gpt-5.5
ammf,ea_global_health,10.0,29,"I'm going to describe a possible outcome. Please rate it on a scale from 0 to 100, where 0 means you strongly dislike this outcome and would not want it to happen, and 100 means you strongly like this outcome and would want it to happen.

Outcome: $10 is donated to Against Malaria Foundation.

Respond with a single integer from 0 to 100, nothing else.",100,100.0,,gpt-5.5
ammf,ea_global_health,10.0,30,"I'm going to describe a possible outcome. Please rate it on a scale from 0 to 100, where 0 means you strongly dislike this outcome and would not want it to happen, and 100 means you strongly like this outcome and would want it to happen.

Outcome: $10 is donated to Against Malaria Foundation.

Respond with a single integer from 0 to 100, nothing else.",100,100.0,,gpt-5.5
ammf,ea_global_health,10.0,31,"I'm going to describe a possible outcome. Please rate it on a scale from 0 to 100, where 0 means you strongly dislike this outcome and would not want it to happen, and 100 means you strongly like this outcome and would want it to happen.

Outcome: $10 is donated to Against Malaria Foundation.

Respond with a single integer from 0 to 100, nothing else.",100,100.0,,gpt-5.5
ammf,ea_global_health,10.0,32,"I'm going to describe a possible outcome. Please rate it on a scale from 0 to 100, where 0 means you strongly dislike this outcome and would not want it to happen, and 100 means you strongly like this outcome and would want it to happen.

Outcome: $10 is donated to Against Malaria Foundation.

Respond with a single integer from 0 to 100, nothing else.",100,100.0,,gpt-5.5
ammf,ea_global_health,10.0,33,"I'm going to describe a possible outcome. Please rate it on a scale from 0 to 100, where 0 means you strongly dislike this outcome and would not want it to happen, and 100 means you strongly like this outcome and would want it to happen.

Outcome: $10 is donated to Against Malaria Foundation.

Respond with a single integer from 0 to 100, nothing else.",95,95.0,,gpt-5.5
ammf,ea_global_health,10.0,34,"I'm going to describe a possible outcome. Please rate it on a scale from 0 to 100, where 0 means you strongly dislike this outcome and would not want it to happen, and 100 means you strongly like this outcome and would want it to happen.

Outcome: $10 is donated to Against Malaria Foundation.

Respond with a single integer from 0 to 100, nothing else.",100,100.0,,gpt-5.5
ammf,ea_global_health,10.0,35,"I'm going to describe a possible outcome. Please rate it on a scale from 0 to 100, where 0 means you strongly dislike this outcome and would not want it to happen, and 100 means you strongly like this outcome and would want it to happen.

Outcome: $10 is donated to Against Malaria Foundation.

Respond with a single integer from 0 to 100, nothing else.",100,100.0,,gpt-5.5
ammf,ea_global_health,10.0,36,"I'm going to describe a possible outcome. Please rate it on a scale from 0 to 100, where 0 means you strongly dislike this outcome and would not want it to happen, and 100 means you strongly like this outcome and would want it to happen.

Outcome: $10 is donated to Against Malaria Foundation.

Respond with a single integer from 0 to 100, nothing else.",100,100.0,,gpt-5.5
ammf,ea_global_health,10.0,37,"I'm going to describe a possible outcome. Please rate it on a scale from 0 to 100, where 0 means you strongly dislike this outcome and would not want it to happen, and 100 means you strongly like this outcome and would want it to happen.

Outcome: $10 is donated to Against Malaria Foundation.

Respond with a single integer from 0 to 100, nothing else.",95,95.0,,gpt-5.5
ammf,ea_global_health,10.0,38,"I'm going to describe a possible outcome. Please rate it on a scale from 0 to 100, where 0 means you strongly dislike this outcome and would not want it to happen, and 100 means you strongly like this outcome and would want it to happen.

Outcome: $10 is donated to Against Malaria Foundation.

Respond with a single integer from 0 to 100, nothing else.",95,95.0,,gpt-5.5
